Resumo;Datacontrato ;Marca;Modelo;Datafinalizacao;prazo
18607;02/05/2024;BMW;X1 SUV;22/04/2024 17:40;22
18869;02/05/2024;MERCEDES-BENZ;CLASSE C 200 SEDAN;23/05/2024 17:16;22
18683;02/05/2024;BMW;X1 SUV;28/04/2024 18:07;22
18619;02/05/2024;GWM;HAVAL H6 GT;26/04/2024 18:14;22
18851;02/05/2024;LEXUS;UX 250H SUV;29/04/2024 23:29;22
18884;02/05/2024;LAND ROVER;DISCOVERY SPORT SUV;27/04/2024 11:59;22
18889;02/05/2024;LAND ROVER;DISCOVERY SPORT SUV;27/04/2024 01:11;22
18893;02/05/2024;BYD;SONG PLUS SUV;27/04/2024 16:08;22
18923;02/05/2024;TOYOTA;COROLLA SEDAN;28/04/2024 17:25;22
18698;02/05/2024;TOYOTA;COROLLA CROSS;26/04/2024 08:48;22
18697;02/05/2024;TOYOTA;COROLLA CROSS;25/04/2024 13:29;22
18696;02/05/2024;TOYOTA;COROLLA CROSS;19/04/2024 17:45;22
18740;02/05/2024;FORD;RANGER PICK-UP;27/04/2024 00:45;22
18665;02/05/2024;BMW;X1 SUV;26/04/2024 23:49;22
18818;03/06/2024;HONDA;NEW HR-V SUV;13/05/2024 12:33;44
18820;02/05/2024;VOLVO;XC90 SUV;27/04/2024 18:58;22
17506;02/05/2024;BMW;X1 SUV;27/04/2024 00:20;22
18801;01/05/2024;VOLVO;XC90 SUV;27/04/2024 18:16;22
18886;01/05/2024;VOLVO;XC60 SUV;26/04/2024 23:54;22
18748;31/05/2024;BYD;DOLPHIN MINI HATCH;22/05/2024 00:59;44
18750;01/05/2024;VOLVO;XC60 SUV;28/04/2024 16:29;22
18622;31/05/2024;MERCEDES-BENZ;GLE SUV;19/06/2024 09:41;44
18797;01/05/2024;VOLVO;XC60 SUV;26/04/2024 16:14;22
18863;01/05/2024;VOLVO;XC90 SUV;27/04/2024 16:18;22
18885;01/05/2024;VOLKSWAGEN;TAOS SUV;28/04/2024 16:52;22
18836;01/05/2024;LAND ROVER;DISCOVERY SPORT SUV;26/04/2024 23:01;22
18847;01/05/2024;BMW;X1 SUV;26/04/2024 14:01;22
18790;01/05/2024;LEXUS;NX 350 H SUV;26/04/2024 21:39;22
18789;31/05/2024;HONDA;NEW CR-V;29/05/2024 18:23;44
18694;01/05/2024;VOLVO;XC40 BEV SUV;27/04/2024 18:09;22
18669;01/05/2024;SUBARU;NEW FORESTER S SUV;14/05/2024 21:44;22
18861;01/05/2024;VOLVO;XC60 SUV;26/04/2024 23:30;22
18783;01/05/2024;BMW;SERIE 3 SEDAN;26/04/2024 19:19;22
18642;01/05/2024;VOLVO;XC40 BEV SUV;19/04/2024 21:23;22
18804;01/05/2024;VOLVO;XC40 BEV SUV;26/04/2024 22:59;22
18055;01/05/2024;GWM;HAVAL H6 GT;24/04/2024 14:53;22
18800;01/05/2024;VOLVO;XC40 BEV SUV;27/04/2024 14:57;22
17767;01/05/2024;CHEVROLET;TRAILBLAZER SUV;08/05/2024 15:06;22
18868;31/05/2024;HONDA;NEW HR-V SUV;28/04/2024 11:21;44
18904;01/05/2024;CHEVROLET;EQUINOX SUV;03/05/2024 18:09;22
18860;01/05/2024;VOLVO;XC60 SUV;27/04/2024 18:38;22
18859;01/05/2024;VOLVO;XC60 SUV;26/04/2024 10:24;22
18813;29/04/2024;MERCEDES-BENZ;GLA SUV;07/05/2024 10:00;22
18814;29/04/2024;MERCEDES-BENZ;CLA COUPE;28/04/2024 11:10;22
18858;29/04/2024;VOLVO;XC60 SUV;25/04/2024 18:15;22
18862;29/04/2024;VOLVO;XC60 SUV;26/04/2024 22:40;22
18718;29/04/2024;VOLVO;XC60 SUV;22/04/2024 17:30;22
18802;29/04/2024;BMW;SERIE 3 SEDAN;23/04/2024 20:27;22
18779;29/04/2024;LAND ROVER;DISCOVERY SPORT SUV;25/04/2024 13:54;22
18761;29/04/2024;AUDI;Q5 SPORTBACK;29/04/2024 11:07;22
18829;29/04/2024;TOYOTA;COROLLA SEDAN;28/04/2024 16:10;22
18857;29/04/2024;GWM;HAVAL H6 SUV;26/04/2024 10:44;22
18614;29/04/2024;GWM;HAVAL H6 SUV;22/04/2024 11:24;22
18816;26/04/2024;VOLKSWAGEN;TAOS SUV;25/04/2024 12:08;22
18595;26/04/2024;VOLVO;XC60 SUV;20/04/2024 13:41;22
16921;28/05/2024;RAM;1500 CLASSIC PICK-UP;08/05/2024 14:55;44
18743;26/04/2024;AUDI;Q3 SPORTBACK;27/04/2024 14:35;22
18731;26/04/2024;LAND ROVER;RANGE ROVER EVOQUE SUV;27/04/2024 17:27;22
18817;26/04/2024;BMW;IX1 SUV;22/04/2024 15:51;22
18825;26/04/2024;VOLKSWAGEN;NIVUS SUV;19/04/2024 22:25;22
18826;26/04/2024;VOLKSWAGEN;NIVUS SUV;20/04/2024 15:00;22
18763;25/04/2024;LAND ROVER;NEW RANGE ROVER SUV;03/05/2024 07:59;22
18600;25/04/2024;HONDA;NEW HR-V SUV;20/04/2024 16:02;22
18519;25/04/2024;GWM;HAVAL H6 SUV;28/04/2024 14:10;22
18722;25/04/2024;BMW;X4 SUV;24/04/2024 17:44;22
18548;25/04/2024;VOLVO;C40 COUPE;25/04/2024 16:59;22
18708;25/04/2024;VOLVO;XC60 SUV;23/04/2024 15:26;22
18806;25/04/2024;BYD;SONG PLUS SUV;24/04/2024 13:38;22
18715;25/04/2024;LAND ROVER;DISCOVERY SPORT SUV;24/04/2024 15:18;22
18667;25/04/2024;VOLVO;XC90 SUV;26/04/2024 17:56;22
18733;25/04/2024;BMW;X1 SUV;06/04/2024 09:26;22
18822;25/04/2024;LAND ROVER;DISCOVERY SPORT SUV;27/04/2024 17:52;22
18812;25/04/2024;VOLKSWAGEN;TAOS SUV;07/04/2024 17:29;22
18808;25/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;28/04/2024 15:26;22
18807;25/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;20/04/2024 16:50;22
18791;27/05/2024;BYD;SONG PLUS SUV;30/04/2024 18:25;44
18704;25/04/2024;BYD;SONG PLUS SUV;20/04/2024 15:32;22
18811;25/04/2024;VOLKSWAGEN;TAOS SUV;07/04/2024 19:48;22
18809;25/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;28/04/2024 16:22;22
18810;25/04/2024;VOLKSWAGEN;TAOS SUV;07/04/2024 17:02;22
18828;25/04/2024;TOYOTA;COROLLA SEDAN;19/04/2024 18:54;22
18104;25/04/2024;TOYOTA;COROLLA SEDAN;07/04/2024 18:53;22
18521;24/04/2024;LAND ROVER;DEFENDER 110 SUV;29/04/2024 18:00;22
18671;24/04/2024;VOLVO;XC90 SUV;26/04/2024 10:58;22
18734;24/04/2024;BMW;SERIE 3 SEDAN;07/04/2024 17:44;22
18716;24/04/2024;VOLKSWAGEN;TAOS SUV;23/04/2024 09:01;22
18724;24/04/2024;LAND ROVER;DISCOVERY SPORT SUV;19/04/2024 21:45;22
18706;24/04/2024;JEEP;RENEGADE SUV;06/04/2024 09:25;22
18738;24/04/2024;VOLVO;XC60 SUV;27/04/2024 16:06;22
18737;24/04/2024;MINI;COUNTRYMAN HATCH;17/04/2024 13:45;22
18581;24/04/2024;JEEP;COMPASS SUV;07/04/2024 19:42;22
18620;24/04/2024;VOLVO;XC60 SUV;24/04/2024 17:59;22
18785;24/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;26/04/2024 20:22;22
18787;24/04/2024;JEEP;RENEGADE SUV;07/04/2024 10:48;22
18792;24/05/2024;BYD;SONG PLUS SUV;30/04/2024 19:19;44
18786;24/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;23/04/2024 12:11;22
18794;24/04/2024;TOYOTA;COROLLA SEDAN;24/04/2024 18:07;22
18796;24/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;25/04/2024 13:41;22
18656;24/04/2024;BMW;X5 SUV;07/04/2024 19:43;22
18206;24/04/2024;GWM;HAVAL H6 SUV;05/04/2024 11:55;22
18712;24/04/2024;VOLKSWAGEN;AMAROK PICK-UP;24/04/2024 17:43;22
18736;24/04/2024;TOYOTA;RAV4 SUV;20/04/2024 16:30;22
18717;23/04/2024;VOLVO;XC90 SUV;23/04/2024 16:38;22
18688;23/04/2024;VOLVO;XC90 SUV;23/04/2024 10:50;22
18437;23/04/2024;HONDA;NEW HR-V SUV;05/04/2024 07:32;22
18528;23/04/2024;BMW;IX1 SUV;06/04/2024 11:26;22
18558;23/04/2024;VOLKSWAGEN;POLO HATCH;19/04/2024 19:30;22
18538;23/04/2024;GWM;HAVAL H6 GT;04/04/2024 14:51;22
18583;23/04/2024;BMW;X3 SUV;26/04/2024 20:16;22
18577;23/05/2024;BYD;SEAL SEDAN;03/05/2024 08:52;44
18606;23/04/2024;LEXUS;UX 250H SUV;07/04/2024 19:42;22
18599;23/04/2024;VOLVO;XC60 SUV;05/04/2024 18:25;22
18627;23/04/2024;VOLVO;XC60 SUV;04/04/2024 14:54;22
18623;23/04/2024;VOLVO;XC60 SUV;07/04/2024 19:42;22
18657;23/04/2024;TOYOTA;COROLLA CROSS;04/04/2024 11:12;22
18668;23/04/2024;JEEP;RENEGADE SUV;05/04/2024 09:30;22
18684;23/05/2024;GWM;ORA 03 SKIN HATCH;28/04/2024 18:06;44
18702;23/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;18/04/2024 19:38;22
18700;23/04/2024;HONDA;NEW HR-V SUV;03/04/2024 16:07;22
18720;23/04/2024;LAND ROVER;DEFENDER 110 SUV;07/04/2024 18:43;22
18729;23/04/2024;LAND ROVER;DEFENDER 110 SUV;19/04/2024 21:09;22
18730;23/04/2024;TOYOTA;RAV4 SUV;05/04/2024 11:55;22
18744;23/05/2024;BYD;DOLPHIN PLUS HATCH;28/04/2024 18:53;44
18621;23/05/2024;LAND ROVER;DEFENDER 90 SUV;17/05/2024 05:57;44
18658;23/04/2024;BMW;SERIE 3 SEDAN;03/04/2024 00:10;22
18517;23/04/2024;LAND ROVER;DEFENDER 110 SUV;25/04/2024 14:11;22
18784;23/04/2024;VOLKSWAGEN;T-CROSS SUV;17/04/2024 16:01;22
18788;23/04/2024;TOYOTA;COROLLA SEDAN;23/04/2024 15:11;22
18253;19/04/2024;GWM;HAVAL H6 GT;05/04/2024 08:19;22
18695;19/04/2024;TOYOTA;COROLLA CROSS;28/03/2024 16:14;22
18213;19/04/2024;GWM;HAVAL H6 GT;05/04/2024 07:31;22
18768;19/04/2024;LAND ROVER;NEW RANGE ROVER SPORT SUV;29/04/2024 17:40;22
18776;19/04/2024;LAND ROVER;NEW RANGE ROVER SUV;17/05/2024 18:17;22
18703;19/04/2024;MINI;COOPER 04 PORTAS HATCH;18/04/2024 21:14;22
18746;19/04/2024;VOLKSWAGEN;JETTA SEDAN;03/04/2024 11:23;22
18747;19/04/2024;VOLKSWAGEN;VIRTUS SEDAN;18/04/2024 20:08;22
18774;19/04/2024;LAND ROVER;DISCOVERY SPORT SUV;27/04/2024 15:25;22
18511;19/04/2024;VOLVO;XC60 SUV;06/04/2024 10:00;22
18735;19/04/2024;KIA;SPORTAGE SUV;22/04/2024 09:03;22
18767;19/04/2024;LAND ROVER;NEW DISCOVERY SUV;28/04/2024 15:50;22
18770;19/04/2024;AUDI;A4 SEDAN;23/04/2024 11:23;22
18579;19/04/2024;LAND ROVER;RANGE ROVER EVOQUE SUV;07/04/2024 15:50;22
18710;19/04/2024;VOLVO;XC90 SUV;07/04/2024 19:42;22
18672;21/05/2024;HONDA;Z-RV SUV;27/04/2024 18:43;44
17556;19/04/2024;BYD;SONG PLUS SUV;29/04/2024 14:07;22
18674;19/04/2024;TOYOTA;COROLLA SEDAN;20/04/2024 15:21;22
18739;19/04/2024;VOLKSWAGEN;TAOS SUV;02/04/2024 20:20;22
18769;19/04/2024;LAND ROVER;NEW RANGE ROVER SPORT SUV;16/05/2024 19:35;22
18645;19/04/2024;LAND ROVER;DEFENDER 110 SUV;25/04/2024 13:41;22
18617;19/04/2024;TOYOTA;SW4 SUV;18/04/2024 21:19;22
18604;19/04/2024;PORSCHE;MACAN;19/04/2024 21:20;22
18726;19/04/2024;BYD;SONG PLUS SUV;05/04/2024 15:14;22
18690;19/04/2024;VOLVO;XC60 SUV;04/04/2024 11:09;22
18762;18/04/2024;TOYOTA;COROLLA SEDAN;19/04/2024 18:54;22
18752;18/04/2024;TOYOTA;COROLLA SEDAN;03/04/2024 08:09;22
18753;18/04/2024;TOYOTA;COROLLA SEDAN;06/04/2024 11:27;22
18755;18/04/2024;TOYOTA;COROLLA SEDAN;05/04/2024 07:35;22
18757;18/04/2024;TOYOTA;COROLLA SEDAN;07/04/2024 10:38;22
18758;18/04/2024;TOYOTA;COROLLA SEDAN;18/04/2024 13:38;22
18759;18/04/2024;TOYOTA;COROLLA SEDAN;06/04/2024 09:21;22
18760;18/04/2024;TOYOTA;COROLLA SEDAN;02/04/2024 19:26;22
18764;18/04/2024;TOYOTA;COROLLA SEDAN;18/04/2024 18:24;22
18765;18/04/2024;TOYOTA;COROLLA SEDAN;06/04/2024 09:21;22
18766;18/04/2024;LAND ROVER;DEFENDER 110 SUV;24/04/2024 19:29;22
18691;18/04/2024;BYD;SEAL SEDAN;18/04/2024 15:42;22
18535;18/04/2024;BMW;X1 SUV;28/03/2024 20:04;22
18539;18/04/2024;GWM;HAVAL H6 SUV;29/03/2024 01:43;22
18719;18/04/2024;MINI;COOPER 04 PORTAS HATCH;29/03/2024 01:44;22
18713;18/04/2024;VOLKSWAGEN;TAOS SUV;29/03/2024 01:43;22
18609;18/04/2024;VOLVO;C40 COUPE;05/04/2024 18:26;22
18544;18/04/2024;GWM;HAVAL H6 GT;27/03/2024 06:31;22
18547;18/04/2024;GWM;HAVAL H6 GT;28/03/2024 19:06;22
18663;18/04/2024;VOLVO;XC60 SUV;03/04/2024 11:02;22
18646;18/04/2024;JEEP;COMMANDER SUV;29/03/2024 01:10;22
18689;18/04/2024;VOLKSWAGEN;TAOS SUV;26/03/2024 11:52;22
18680;18/04/2024;VOLKSWAGEN;NIVUS SUV;04/04/2024 09:00;22
18685;18/04/2024;MERCEDES-BENZ;CLA COUPE;29/04/2024 17:25;22
18662;18/04/2024;VOLVO;XC60 SUV;03/04/2024 10:37;22
18585;17/04/2024;VOLVO;XC40 BEV SUV;28/03/2024 18:37;22
18629;17/04/2024;VOLVO;XC60 SUV;03/04/2024 08:57;22
18076;17/04/2024;GWM;HAVAL H6 GT;27/03/2024 06:23;22
18693;17/04/2024;HONDA;CITY HATCH;06/04/2024 16:33;22
18252;17/04/2024;GWM;HAVAL H6 GT;28/03/2024 08:44;22
18320;17/04/2024;GWM;HAVAL H6 GT;29/03/2024 01:43;22
18676;17/04/2024;VOLVO;XC60 SUV;03/04/2024 13:30;22
17910;17/04/2024;VOLVO;XC90 SUV;07/04/2024 19:42;22
17911;17/04/2024;VOLVO;XC90 SUV;23/04/2024 17:30;22
17912;17/04/2024;VOLVO;XC90 SUV;24/04/2024 19:23;22
17913;17/04/2024;VOLVO;XC90 SUV;24/04/2024 18:17;22
17914;17/04/2024;VOLVO;XC90 SUV;29/04/2024 22:38;22
17915;17/04/2024;VOLVO;XC90 SUV;18/05/2024 20:05;22
17917;17/04/2024;VOLVO;XC90 SUV;21/05/2024 19:51;22
18692;17/04/2024;VOLKSWAGEN;TAOS SUV;03/04/2024 08:46;22
17918;17/04/2024;VOLVO;XC90 SUV (MÃO-DIREITA);15/05/2024 22:10;22
17919;17/04/2024;VOLVO;XC90 SUV (MÃO-DIREITA);21/05/2024 17:36;22
18537;17/04/2024;VOLVO;XC60 SUV;05/04/2024 07:30;22
18679;17/04/2024;VOLKSWAGEN;NIVUS SUV;29/03/2024 01:43;22
18493;17/04/2024;GWM;HAVAL H6 SUV;28/03/2024 10:31;22
18711;17/04/2024;VOLVO;XC60 SUV;28/03/2024 18:04;22
18701;17/04/2024;LEXUS;RX 500H SUV;18/04/2024 17:35;22
18628;16/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;22/04/2024 15:52;22
18631;16/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;26/04/2024 18:41;22
18597;16/04/2024;VOLVO;XC40 BEV SUV;27/04/2024 16:52;22
18714;16/04/2024;VOLVO;XC40 BEV SUV;27/03/2024 06:30;22
18673;16/04/2024;VOLVO;XC90 SUV;18/04/2024 10:33;22
18681;16/04/2024;VOLVO;XC90 SUV;04/04/2024 08:55;22
18732;15/04/2024;VOLKSWAGEN;T-CROSS SUV;28/03/2024 21:50;22
18727;15/04/2024;JEEP;RENEGADE SUV;29/03/2024 00:19;22
18728;15/04/2024;AUDI;Q3 SPORTBACK;06/04/2024 09:25;22
18215;15/04/2024;LEXUS;ES 300H SEDAN;02/04/2024 17:05;22
18446;15/04/2024;VOLKSWAGEN;TAOS SUV;26/03/2024 05:31;22
18699;15/04/2024;TOYOTA;COROLLA CROSS;03/04/2024 08:55;22
18587;15/04/2024;VOLKSWAGEN;TAOS SUV;23/03/2024 07:02;22
18709;15/05/2024;CHEVROLET;SPIN SUV;13/05/2024 19:46;44
18705;15/04/2024;VOLVO;XC90 SUV;07/04/2024 18:59;22
17206;15/04/2024;BMW;X1 SUV;22/03/2024 18:26;22
18514;15/04/2024;VOLVO;XC90 SUV;06/04/2024 09:33;22
18475;15/04/2024;AUDI;Q5 SPORTBACK;04/04/2024 21:17;22
18608;15/04/2024;RAM;RAMPAGE PICK-UP;28/03/2024 18:25;22
18580;15/04/2024;GWM;HAVAL H6 SUV;27/03/2024 06:30;22
18589;15/04/2024;VOLVO;XC60 SUV;28/03/2024 07:50;22
18659;15/04/2024;BMW;X1 SUV;24/03/2024 13:22;22
18634;15/04/2024;BMW;SERIE 3 SEDAN;27/03/2024 06:25;22
18603;15/04/2024;BMW;X4 SUV;28/03/2024 08:45;22
18584;12/04/2024;VOLVO;XC90 SUV;04/04/2024 09:47;22
18491;12/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;28/03/2024 18:30;22
18540;12/04/2024;VOLVO;XC40 BEV SUV;07/04/2024 09:16;22
18522;12/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;05/04/2024 11:56;22
18383;12/04/2024;RAM;RAMPAGE PICK-UP;27/03/2024 06:25;22
18501;12/04/2024;VOLVO;XC60 SUV;26/03/2024 14:14;22
18655;12/04/2024;VOLKSWAGEN;VIRTUS SEDAN;03/04/2024 14:07;22
18432;12/04/2024;BMW;SERIE 3 SEDAN;23/03/2024 03:42;22
18593;12/04/2024;BMW;SERIE 3 SEDAN;27/03/2024 06:23;22
18596;12/04/2024;VOLVO;XC40 BEV SUV;24/03/2024 13:28;22
18677;12/04/2024;AUDI;Q3 SUV;07/04/2024 19:47;22
18542;11/04/2024;AUDI;Q3 SUV;28/03/2024 13:44;22
18543;11/04/2024;JEEP;RENEGADE SUV;28/03/2024 07:48;22
17577;11/04/2024;JEEP;COMMANDER SUV;28/03/2024 21:03;22
18582;11/04/2024;TOYOTA;COROLLA CROSS;26/03/2024 07:06;22
18502;11/04/2024;VOLVO;XC40 SUV;07/04/2024 10:37;22
18523;11/04/2024;TOYOTA;RAV4 SUV;29/03/2024 01:43;22
18529;11/04/2024;BYD;SONG PLUS SUV;04/04/2024 19:55;22
18546;11/04/2024;BMW;SERIE 3 SEDAN;21/03/2024 23:30;22
18575;11/04/2024;BYD;SONG PLUS SUV;28/03/2024 22:28;22
18594;11/04/2024;BMW;X3 SUV;24/03/2024 05:06;22
18613;10/04/2024;AUDI;Q5 SUV;28/03/2024 10:37;22
18615;10/05/2024;BMW;X7 SUV;15/05/2024 19:11;44
18605;10/04/2024;VOLVO;XC40 BEV SUV;24/03/2024 13:19;22
18686;10/04/2024;RAM;1500 REBEL PICK-UP;07/04/2024 17:10;22
18644;10/04/2024;BYD;SONG PLUS SUV;29/03/2024 01:43;22
18670;10/04/2024;MERCEDES-BENZ;CLA COUPE;17/04/2024 10:10;22
18678;10/04/2024;BMW;X1 SUV;27/03/2024 06:22;22
18647;10/04/2024;JEEP;COMPASS SUV;26/03/2024 11:52;22
18648;10/04/2024;JEEP;COMPASS SUV;22/03/2024 01:51;22
18649;10/04/2024;JEEP;COMPASS SUV;21/03/2024 01:44;22
18650;10/04/2024;JEEP;COMPASS SUV;21/03/2024 02:05;22
18651;10/04/2024;JEEP;COMPASS SUV;21/03/2024 02:10;22
18652;10/04/2024;JEEP;COMPASS SUV;21/03/2024 03:24;22
18598;10/04/2024;BMW;X6 SUV;29/03/2024 01:43;22
18495;10/04/2024;GWM;HAVAL H6 GT;22/03/2024 01:28;22
18188;10/04/2024;TOYOTA;COROLLA CROSS;28/03/2024 07:47;22
18450;10/04/2024;AUDI;Q5 SUV;28/03/2024 07:49;22
18565;10/04/2024;BMW;X1 SUV;22/03/2024 07:52;22
18625;10/04/2024;VOLVO;XC90 SUV;28/03/2024 07:51;22
18616;10/04/2024;BMW;X6 SUV;22/03/2024 08:09;22
18611;10/04/2024;AUDI;Q5 SPORTBACK;22/03/2024 07:52;22
18466;10/04/2024;VOLVO;XC40 BEV SUV;27/03/2024 06:29;22
18532;10/04/2024;JEEP;COMMANDER SUV;25/03/2024 20:41;22
17569;10/04/2024;VOLVO;XC90 SUV;29/03/2024 01:31;22
18591;10/04/2024;CHEVROLET;EQUINOX SUV;18/04/2024 19:17;22
18531;10/04/2024;VOLVO;XC90 SUV;02/04/2024 17:09;22
18485;10/04/2024;VOLKSWAGEN;T-CROSS SUV;26/03/2024 11:52;22
18462;10/04/2024;VOLVO;XC40 BEV SUV;27/03/2024 06:25;22
18573;09/04/2024;BMW;X6 SUV;28/03/2024 23:30;22
18586;09/04/2024;VOLVO;XC60 SUV;28/03/2024 07:50;22
18666;09/04/2024;VOLKSWAGEN;TAOS SUV;21/03/2024 02:08;22
18457;09/04/2024;BYD;SONG PLUS SUV;28/03/2024 18:15;22
18397;09/04/2024;TOYOTA;HILUX CABINE DUPLA PICK-UP;07/04/2024 14:57;22
18641;09/04/2024;VOLVO;XC60 SUV;28/03/2024 20:05;22
18578;09/04/2024;BYD;SONG PLUS SUV;29/03/2024 01:44;22
18618;07/05/2024;BMW;M2 COUPE;09/05/2024 18:05;22
18561;09/04/2024;BMW;X3 SUV;29/03/2024 01:09;22
18636;08/04/2024;RAM;RAMPAGE PICK-UP;27/03/2024 06:24;22
18381;08/04/2024;VOLVO;XC60 SUV;27/03/2024 06:26;22
18653;08/04/2024;CHEVROLET;TRACKER SUV;26/03/2024 05:31;22
18654;08/04/2024;CHEVROLET;TRACKER SUV;18/04/2024 19:36;22
18498;08/04/2024;AUDI;Q3 SUV;28/03/2024 07:47;22
18434;08/04/2024;VOLVO;XC90 SUV;28/03/2024 10:49;22
18240;08/04/2024;BYD;SONG PLUS SUV;28/03/2024 08:58;22
18643;08/05/2024;MERCEDES-BENZ;GLS SUV;07/04/2024 16:36;44
18507;08/04/2024;VOLVO;XC60 SUV;26/03/2024 22:03;22
18468;08/04/2024;VOLVO;XC40 BEV SUV;24/03/2024 02:55;22
18527;08/04/2024;VOLKSWAGEN;TAOS SUV;20/03/2024 03:08;22
18601;08/04/2024;VOLVO;XC60 SUV;04/04/2024 14:51;22
18524;08/04/2024;LEXUS;UX 250H SUV;04/04/2024 08:55;22
18518;08/04/2024;VOLVO;C40 COUPE;24/03/2024 00:38;22
18512;08/04/2024;VOLVO;XC60 SUV;24/03/2024 01:16;22
18525;08/04/2024;VOLVO;XC90 SUV;23/03/2024 07:43;22
18638;05/04/2024;LAND ROVER;DEFENDER 110 SUV;05/04/2024 10:55;22
18639;05/04/2024;LAND ROVER;NEW DISCOVERY SUV;24/04/2024 17:11;22
18640;05/04/2024;LAND ROVER;DISCOVERY SPORT SUV;07/04/2024 11:17;22
18513;05/04/2024;VOLVO;C40 COUPE;21/03/2024 06:53;22
18494;05/04/2024;MINI;COOPER 04 PORTAS HATCH;07/04/2024 19:34;22
18637;05/04/2024;TOYOTA;RAV4 SUV;23/03/2024 18:18;22
18357;05/04/2024;BYD;SONG PLUS SUV;20/03/2024 02:57;22
18361;05/04/2024;BYD;SONG PLUS SUV;27/03/2024 06:29;22
18358;05/04/2024;BYD;SONG PLUS SUV;19/03/2024 09:41;22
18359;05/04/2024;BYD;SONG PLUS SUV;22/03/2024 03:54;22
18360;05/04/2024;BYD;SONG PLUS SUV;27/03/2024 06:22;22
18362;05/04/2024;BYD;SONG PLUS SUV;28/03/2024 07:46;22
18488;05/04/2024;GWM;HAVAL H6 GT;16/03/2024 05:50;22
18492;05/04/2024;BMW;X1 SUV;18/03/2024 18:38;22
18298;05/04/2024;TOYOTA;HILUX CABINE DUPLA PICK-UP;24/03/2024 01:19;22
18299;05/04/2024;TOYOTA;HILUX CABINE DUPLA PICK-UP;27/03/2024 06:25;22
17816;05/04/2024;VOLVO;XC90 SUV;27/03/2024 06:25;22
17906;05/04/2024;VOLVO;XC90 SUV;22/03/2024 07:57;22
17908;05/04/2024;VOLVO;XC90 SUV;24/03/2024 13:19;22
17909;05/04/2024;VOLVO;XC90 SUV;27/04/2024 11:22;22
17916;05/04/2024;VOLVO;XC90 SUV;04/04/2024 10:42;22
18251;05/04/2024;BMW;X1 SUV;18/03/2024 22:19;22
18460;05/04/2024;VOLKSWAGEN;TAOS SUV;16/03/2024 03:00;22
18545;05/04/2024;AUDI;Q5 SUV;03/04/2024 15:40;22
18549;05/04/2024;VOLKSWAGEN;AMAROK PICK-UP;24/03/2024 01:28;22
18552;05/04/2024;VOLKSWAGEN;TAOS SUV;19/03/2024 09:31;22
18553;05/04/2024;VOLKSWAGEN;TAOS SUV;21/03/2024 07:13;22
18559;05/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;23/03/2024 07:42;22
18560;05/04/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;26/03/2024 05:30;22
18574;05/05/2024;BYD;SEAL SEDAN;29/04/2024 23:17;22
18590;05/04/2024;AUDI;Q3 SPORTBACK;21/03/2024 07:13;22
18116;05/04/2024;VOLVO;XC90 SUV;29/03/2024 01:44;22
18302;07/05/2024;CHEVROLET;SUBURBAN SUV;13/05/2024 18:32;44
18569;05/04/2024;BYD;SONG PLUS SUV;28/03/2024 08:44;22
18506;05/04/2024;VOLVO;XC40 SUV;26/03/2024 11:52;22
18499;05/04/2024;VOLVO;XC90 SUV;28/03/2024 10:58;22
18482;04/04/2024;BYD;SONG PLUS SUV;17/03/2024 03:53;22
18479;04/04/2024;VOLVO;XC90 SUV;20/03/2024 19:45;22
18500;04/04/2024;HONDA;NEW HR-V SUV;26/03/2024 15:01;22
18463;04/04/2024;VOLVO;XC60 SUV;23/03/2024 13:18;22
18508;04/04/2024;PORSCHE;MACAN;04/04/2024 23:26;22
18472;04/04/2024;VOLVO;XC90 SUV;24/03/2024 13:18;22
18481;06/05/2024;HONDA;ACCORD SEDAN;29/03/2024 01:44;44
18483;04/04/2024;VOLVO;XC90 SUV;22/03/2024 07:58;22
18550;04/04/2024;VOLKSWAGEN;TAOS SUV;21/03/2024 07:13;22
18554;04/04/2024;VOLKSWAGEN;TAOS SUV;18/03/2024 22:46;22
18563;04/04/2024;VOLKSWAGEN;TAOS SUV;18/03/2024 22:11;22
18635;04/04/2024;CHEVROLET;EQUINOX SUV;23/03/2024 07:38;22
18300;04/04/2024;BMW;SERIE 3 SEDAN;15/03/2024 16:00;22
18551;04/04/2024;VOLKSWAGEN;TAOS SUV;27/03/2024 06:25;22
18555;04/04/2024;VOLKSWAGEN;VIRTUS SEDAN;27/03/2024 06:25;22
18556;04/04/2024;VOLKSWAGEN;T-CROSS SUV;14/03/2024 23:31;22
